customer_id,num_transactions,total_spent,offer_spent,offer_num_transactions,actual_num_transactions,actual_spent,avg_spent,min_spent,max_spent
014899c751254a62a96ce676eb11ddc2,10,287.11,62.269999999999996,2.0,8.0,224.83999999999997,28.71,19.47,42.14
0155a21497d54684a55c3bc609843768,10,7.94,0.0,0.0,10.0,7.939999999999999,0.79,0.1,1.6800000000000002
0157e63b39c5456393026c6c03f3d84a,10,199.65,52.87,2.0,8.0,146.77999999999997,19.96,10.23,27.83
015c3d28c67e46aa95e9ec97c27220e8,10,235.41,94.67,4.0,6.0,140.74,23.54,13.31,30.0
015ef929e016415098eeae8ce59da721,3,18.28,5.1,1.0,2.0,13.180000000000001,6.09,5.1,7.72
015fb0b3fbaa4aceb910fbdf272f7547,6,14.29,0.0,0.0,6.0,14.290000000000001,2.38,0.53,4.33
016086228d58476599d0b47881c25509,5,83.2,11.17,1.0,4.0,72.03,16.64,9.65,31.16
01613170f679422a8acfa96f0f19fdf2,5,10.33,0.0,0.0,5.0,10.330000000000002,2.07,1.06,4.45
01633b71b3a2457aa7d35d8bcc3afb5a,8,161.51,59.120000000000005,3.0,5.0,102.39000000000001,20.19,11.01,24.8
016871ea865d4338975026ae08d221d0,3,45.79,0.0,0.0,3.0,45.79,15.26,12.22,19.04
016b37032984457fb33ba2767fcc8c9f,15,55.18,0.0,0.0,15.0,55.18000000000001,3.68,0.06,13.36
016edb1d1d67477391c5337545a5d98a,9,131.05,29.23,2.0,7.0,101.81999999999998,14.56,8.29,19.54
017160c1cdb845d48abec3c330b4427e,9,198.09,18.81,1.0,8.0,179.27999999999997,22.01,17.61,26.48
01772eae932447f9a853461a60820dc6,8,58.28,0.0,0.0,8.0,58.28000000000001,7.29,2.8200000000000003,10.81
01784d3e205548a594ba3fcdbdaaf17d,13,151.83,24.67,1.0,12.0,127.15999999999998,11.68,4.83,24.67
017a93d1204f457bbe85f5e7de062b56,13,110.52,21.28,2.0,11.0,89.23999999999998,8.5,1.76,18.64
017febbe52e64ac19cf28cf0d44386e4,10,1003.41,781.22,3.0,7.0,222.19000000000005,100.34,22.55,713.2
01873cc8de734961949af7c04b2e9872,18,50.55,5.73,1.0,17.0,44.81999999999999,2.81,0.15,7.28
01887dcd32b64feb807e2436548b6c87,3,64.33,25.04,1.0,2.0,39.29000000000001,21.44,19.19,25.04
018a49ffb8cf4812903e7c1f56fbb0b0,13,98.65,34.980000000000004,4.0,9.0,63.67,7.59,2.98,14.41
018b8f83176d471db63d9733c741fc8a,2,37.04,37.04,2.0,0.0,0.0,18.52,18.47,18.57
01925607d99c460996c281f17cdbb9e2,2,54.62,54.620000000000005,2.0,0.0,0.0,27.31,25.48,29.14
0193c118afe84208b33ffeb1dcb277d8,2,6.05,0.0,0.0,2.0,6.05,3.02,2.21,3.84
01956670cf414b309675aa73368b94a9,10,248.65,65.10000000000001,3.0,7.0,183.54999999999995,24.86,19.92,31.71
0196d2062b8d4d019b8d96292266e8a4,4,61.12,0.0,0.0,4.0,61.120000000000005,15.28,6.65,27.56
0199681637524988a14245632b8376af,10,222.96,66.06,3.0,7.0,156.89999999999998,22.3,12.73,28.53
019be0c6f8fd4000b1967c7308b4bdf4,21,141.2,19.259999999999998,2.0,19.0,121.94,6.72,1.86,12.41
019cc78d8fed432ca6df71c132c72a99,7,16.48,0.0,0.0,7.0,16.48,2.35,0.71,3.39
019ed95d987446e3947da0246cdab831,8,515.09,22.41,1.0,7.0,492.6799999999999,64.39,14.21,342.08
01a202a9021e40aeaa5451a5d134c16c,6,156.05,37.66,1.0,5.0,118.39000000000001,26.01,18.05,37.66
01a5e8b57bc04e0292525f3e2817fa17,3,57.1,17.76,1.0,2.0,39.33999999999999,19.03,13.6,25.74
01ab25c31f034f85bc4ac9d286fb7a76,5,644.29,626.3599999999999,4.0,1.0,17.92999999999995,128.86,15.56,573.13
01ac633821f0498893320b41b5b22dfc,12,251.46,23.3,1.0,11.0,228.15999999999997,20.96,13.34,30.91
01b6d7e8f0884deb936a8a7f15dba895,12,162.9,29.130000000000003,2.0,10.0,133.77000000000004,13.58,5.23,26.55
01d26f638c274aa0b965d24cefe3183f,8,39.74,0.0,0.0,8.0,39.739999999999995,4.97,1.74,8.26
01de69b5edab4b89859ea8a7214ba35a,7,765.88,660.84,2.0,5.0,105.04000000000008,109.41,19.73,637.32
01e09d713abe4a36a70a33fe4b40534e,4,86.26,19.58,1.0,3.0,66.67999999999999,21.56,14.0,27.79
01e57718fc6b49b2875a9c02b32905b1,15,101.19,0.0,0.0,15.0,101.19,6.75,1.66,24.29
01e8739670a042b3877f8e843bdf55a7,8,181.16,49.42,2.0,6.0,131.74,22.65,12.41,30.29
01e91c5bc14148b2a4de0ce819e4c500,9,13.08,7.35,1.0,8.0,5.73,1.45,0.15,7.35
01e97a4633bf4963838a4aa9ed1dce3e,8,17.96,0.0,0.0,8.0,17.96,2.24,0.47,5.96
01ef4c6618b64334a15914ff9963eaac,5,135.58,18.38,1.0,4.0,117.19999999999999,27.12,18.38,35.83
01f33ff554d0443a9841adfd66d253f6,3,53.92,16.17,1.0,2.0,37.75,17.97,16.17,20.94
01f46a5191424005af436cdf48a5da7c,8,166.59,40.489999999999995,2.0,6.0,126.09999999999998,20.82,13.63,30.08
01f663b988964a4caca8b19abecb551d,5,97.64,14.56,1.0,4.0,83.08,19.53,14.08,30.01
01fe5ec668f241608eb2f7ec374cb1b7,10,161.89,0.0,0.0,10.0,161.89000000000001,16.19,7.11,21.78
01ff6c5d8d014dbd8c120e2b43a065ea,9,139.41,18.52,2.0,7.0,120.89000000000003,15.49,6.77,22.79
0200f61c69da4c2ea078842cdaf234e6,9,195.01,80.0,4.0,5.0,115.01000000000002,21.67,14.15,29.09
020354b1aea342cbaa018993f68fba68,2,7.67,6.78,1.0,1.0,0.8899999999999997,3.84,0.89,6.78
0206e1388c34454caba2b7fce3123943,4,71.95,37.480000000000004,2.0,2.0,34.47,17.99,14.7,20.86
020be6e9805649858595dfbaab15ccd7,16,44.69,0.0,0.0,16.0,44.69,2.79,0.24,7.36
020be8b0fafa446ebcce6449b20bc92c,11,34.88,0.0,0.0,11.0,34.88,3.17,0.63,5.95
020c2d7b3d1b4d24b9502626b2d7ef46,6,20.94,0.0,0.0,6.0,20.94,3.49,1.35,5.04
020cd0f8047142e18a754303f9337d53,13,232.9,19.11,1.0,12.0,213.79000000000002,17.92,14.19,21.45
020d3a52b9ce432ea5f98fc58e9bfcc4,6,16.93,0.0,0.0,6.0,16.930000000000003,2.82,0.38,5.15
020d72e77c704c42bb0a858c1aaa3bcd,18,252.14,40.620000000000005,3.0,15.0,211.51999999999998,14.01,5.99,27.89
0215efe5136d4a038cb81eae92d59368,13,767.29,40.86,3.0,10.0,726.4299999999998,59.02,11.2,570.78
021616b8deea46438e3badc7fca5894d,12,218.51,43.26,2.0,10.0,175.25,18.21,9.12,23.86
0217c4393fd54e74a523b63c0fcc3da5,13,230.21,20.95,1.0,12.0,209.26000000000002,17.71,9.37,27.08
0218964095c94da0bfac44cf40c9343f,9,223.7,14.88,1.0,8.0,208.82000000000002,24.86,12.24,40.14
021adce38ab34ede96422ae107643fd5,14,247.26,28.53,2.0,12.0,218.73000000000005,17.66,8.37,29.35
021c1940868647efbcb40ccdb942813b,5,86.28,34.52,2.0,3.0,51.76,17.26,13.55,23.91
0222d267445f4f078bc325224e471766,10,23.17,3.9,1.0,9.0,19.27,2.32,0.26,3.9
0223ed57fef54575ac0b256937dc68fa,9,14.8,0.0,0.0,9.0,14.8,1.64,0.25,4.25
0225045e245f4b7289cc55c0b5870ae2,4,59.09,10.8,1.0,3.0,48.290000000000006,14.77,10.21,19.47
022f5553a0704b53ba26f2d23cb1234d,23,371.91,52.260000000000005,3.0,20.0,319.6499999999999,16.17,8.17,24.79
0231c913a51e420783be6bdeb75aa842,8,34.01,18.720000000000002,3.0,5.0,15.289999999999996,4.25,0.43,11.06
023411b8a45a4715979dae6cec425a8b,10,21.57,1.52,1.0,9.0,20.05,2.16,0.44,3.79
023a42cf62f742b795a975d56955e220,18,50.09,10.04,2.0,16.0,40.050000000000004,2.78,0.22,6.73
023fd15e56184ec19e23ed5a31c87543,7,28.0,0.0,0.0,7.0,28.0,4.0,0.21,7.7
024218e67fa549a4a0a99b32b7b6fbf9,11,193.38,38.269999999999996,2.0,9.0,155.11,17.58,6.98,25.03
0246e7cc7a3d4a98a940cb13776b5b55,16,47.45,4.55,2.0,14.0,42.9,2.97,1.0,5.6
0246f8fdf0b64014a98822b70231c58d,4,89.37,18.67,1.0,3.0,70.7,22.34,18.67,27.6
0247953d899b4a99acab74fa0a807c0f,10,22.65,0.0,0.0,10.0,22.650000000000002,2.26,0.8200000000000001,4.11
0251876076024444864473545adce065,14,27.9,8.98,2.0,12.0,18.919999999999998,1.99,0.19,5.89
0252aa6f0dee4585ba886945c60f48f5,1,10.36,0.0,0.0,1.0,10.36,10.36,10.36,10.36
02557fafcf334c30a22c312c5647f71a,6,17.18,0.0,0.0,6.0,17.18,2.86,0.52,9.34
026876bc8c6a4e0c8e330342c92cc844,1,26.38,0.0,0.0,1.0,26.38,26.38,26.38,26.38
027561a162a54d86b6d45af5071c4d27,3,9.34,6.71,1.0,2.0,2.63,3.11,1.04,6.71
027596e6ed19471392923eb833b25fd3,6,14.86,5.99,1.0,5.0,8.87,2.48,0.92,5.99
02765747959045a0a7c452888b2f31eb,5,49.29,0.0,0.0,5.0,49.28999999999999,9.86,4.33,15.15
0276c9a3092d4f79a29d61a1462f9b4d,12,204.49,68.31,3.0,9.0,136.17999999999998,17.04,10.04,25.94
027c18923c0146e58ccd615f6a62d82f,11,24.55,3.02,1.0,10.0,21.530000000000005,2.23,0.85,5.5600000000000005
02865fee714e466e99f9bb7a7203887b,5,18.95,0.0,0.0,5.0,18.95,3.79,0.05,9.37
028a12f0ee584455850300886174f3d7,3,72.4,30.72,1.0,2.0,41.68000000000001,24.13,15.7,30.72
028c88a958e54c36a31c4800fd6e887b,14,372.02,49.94,2.0,12.0,322.08,26.57,17.33,42.3
0295719cd357460cbab54f2392b01d19,10,34.1,0.0,0.0,10.0,34.1,3.41,0.06,7.91
029e063479234fb1b6c8727c3d45de62,3,69.77,0.0,0.0,3.0,69.77000000000001,23.26,12.25,37.34
02a00d256444415da8460cd2a3457ea7,5,22.3,2.1,1.0,4.0,20.199999999999996,4.46,2.1,8.91
02a3aa431c1047be8eafec3dcd6b5fd0,6,114.77,83.0,4.0,2.0,31.769999999999996,19.13,13.35,25.8
02a458e1233342b79caff81edbcc30a9,2,53.69,21.51,1.0,1.0,32.17999999999999,26.84,21.51,32.18
02abd909ebc94aca8766f3f0ee39db80,8,126.42,34.91,2.0,6.0,91.51,15.8,8.72,20.11
02b148f44eee4b9ca7487371472a6781,13,29.23,9.17,2.0,11.0,20.060000000000002,2.25,0.14,7.11
02b5aa5725f94bcb94ca58208015b7bc,13,39.91,2.89,1.0,12.0,37.02,3.07,0.58,7.35
02b6895b3cab4f79a116bddc1c70b5c3,16,47.81,4.75,1.0,15.0,43.06000000000001,2.99,0.13,9.95
02b7a80a321c4b078af92d494cc0f012,11,400.16,15.79,1.0,10.0,384.36999999999995,36.38,6.73,301.03
02ba8c272f284139abef53e0290bfb67,4,91.81,0.0,0.0,4.0,91.80999999999999,22.95,17.44,26.39
02c083884c7d45b39cc68e1314fec56c,10,29.89,0.0,0.0,10.0,29.889999999999997,2.99,0.5,9.8
02c6daf74a49491ca397f105ef944784,3,78.94,22.34,1.0,2.0,56.599999999999994,26.31,22.34,32.08
02c89861ce2c4010bf4ed63f6f6d5df3,13,261.71,88.59,4.0,9.0,173.11999999999998,20.13,9.78,29.83
02c8c9806a8c44f792a218fb2e8756b3,4,21.93,0.0,0.0,4.0,21.93,5.48,3.68,6.45
02d206df55d54efda515783e1c525e8d,2,4.43,0.0,0.0,2.0,4.43,2.22,2.12,2.31
02d2c404f19440ff9038c0d60a695cbd,7,19.53,0.0,0.0,7.0,19.53,2.79,0.34,8.66
02db8af535e54416a01aff51836d166f,1,0.61,0.0,0.0,1.0,0.61,0.61,0.61,0.61
02dd040b77914163b1fd02efc3976d55,12,181.82,65.32,4.0,8.0,116.49999999999997,15.15,7.09,23.35
02e2211319524b9e8bd09794d00d8513,15,65.97,8.9,1.0,14.0,57.07,4.4,1.6,8.9
02e4c9dff62e4857a429a4be3ba73ed0,14,48.86,13.05,1.0,13.0,35.81,3.49,0.47,13.05
02e5396559f94469b6d03e40d85830c7,8,206.25,36.72,1.0,7.0,169.53,25.78,14.15,36.72
02e6dbe7c694441a88f9160b6b0e1a35,11,148.87,14.54,1.0,10.0,134.33,13.53,8.12,23.05
02e6dd10b22c43fcb5a2dfc0038dac22,11,42.48,7.74,1.0,10.0,34.739999999999995,3.86,0.2,7.74
02eba2268a3640bb8e85880e12617c5f,12,188.97,20.99,1.0,11.0,167.98,15.75,9.89,21.27
02efe2a67be247a686f79ba1cbce42f1,10,262.09,55.150000000000006,3.0,7.0,206.93999999999997,26.21,15.41,39.42
02efe413dd194069ab58abde38ab5e02,6,182.29,49.84,1.0,5.0,132.45000000000002,30.38,17.94,49.84
02f446e152254ab7b01e29698932dd01,7,19.24,3.95,1.0,6.0,15.29,2.75,1.09,4.83
02f638a6c98241c98b24a06ca489aac0,5,17.64,0.0,0.0,5.0,17.64,3.53,0.18,6.61
02f77bb76ed14d28a05e23b3e00aeb9b,4,15.82,0.0,0.0,4.0,15.819999999999999,3.95,0.05,5.6
03019e49a5164723ae527bbd6949e0c1,8,164.47,48.67,3.0,5.0,115.8,20.56,12.45,30.23
0305b52a24744a9bb660bffc6b39e884,6,127.31,23.56,1.0,5.0,103.75,21.22,16.85,23.56
030c30c1955f4a17be09b692caf5ec5f,16,66.08,21.18,2.0,14.0,44.9,4.13,0.6000000000000001,13.49
03118ab70a404fada1a433cd6abaa491,18,318.21,44.99,2.0,16.0,273.21999999999997,17.68,9.25,30.76
03257d4fcb6641aebaa46d5605d205ca,12,207.63,59.980000000000004,3.0,9.0,147.64999999999998,17.3,4.63,25.55
032aaa79b15e4103a9e91a786d416734,11,149.24,121.47,2.0,9.0,27.77000000000001,13.57,1.79,110.51
0335d274249f4eb6b3c51527f02a3216,12,244.02,76.7,4.0,8.0,167.32,20.34,14.36,29.43
03361f5f681e46ad97796d52caf9afa2,11,18.72,3.61,1.0,10.0,15.110000000000003,1.7,0.39,4.75
03374e3f14564b36a7138154ed8c194a,9,26.21,0.0,0.0,9.0,26.21,2.91,0.74,10.34
033bf5269a494dd787e5e9f4a45b843c,2,53.74,53.74,2.0,0.0,0.0,26.87,25.53,28.21
033d0a511a5c452ea2be37a23f8c6dcb,5,112.24,14.79,1.0,4.0,97.44999999999999,22.45,14.79,31.91
033f0ee2250e475b87f70115e7895957,3,90.43,0.0,0.0,3.0,90.43,30.14,16.7,39.21
033fed8bb1504885b866429db25543a0,3,89.98,37.9,1.0,2.0,52.07999999999999,29.99,21.46,37.9
0340f0361285411ab60a24823b020112,7,20.65,0.0,0.0,7.0,20.65,2.95,0.34,5.14
0342c7c449a84440b3f7a80ad095761a,17,245.22,43.57,3.0,14.0,201.64999999999995,14.42,6.02,20.75
0345b2da6507473ca4400ed84dc6725a,13,39.45,14.149999999999999,2.0,11.0,25.299999999999997,3.03,0.05,9.27
034946bd82b34a219b556a47f1200828,2,22.13,10.6,1.0,1.0,11.53,11.06,10.6,11.53
034b962ed61d4da1bb0baaec84cc2e85,8,139.53,54.99,3.0,5.0,84.53999999999999,17.44,6.66,24.65
034ce97360c6485ab990d903343f9f08,5,22.57,8.44,1.0,4.0,14.13,4.51,1.17,8.44
034dcdec0a0547a19d77dcf2bc8ecc48,1,11.37,0.0,0.0,1.0,11.37,11.37,11.37,11.37
03533ca5a4244ca3ac48b9c8ccba8332,8,17.07,2.79,1.0,7.0,14.280000000000001,2.13,0.1,4.63
0355c6a5fdbc429ea5b05e8a9ecd2eae,6,109.09,17.87,1.0,5.0,91.22,18.18,15.98,21.13
03566626393f43a88c55de21c61761d0,3,5.45,0.0,0.0,3.0,5.45,1.82,0.4,3.19
03568fe0e51b41a9bd752ec8be307ba5,4,71.82,29.42,2.0,2.0,42.400000000000006,17.96,13.07,21.34
03575a43a3da4691998de01fff617f99,8,201.29,56.28,2.0,6.0,145.01,25.16,17.28,35.95
035d5aa3c23a4059ae663b4c07aa26ce,12,261.95,35.41,2.0,10.0,226.54,21.83,16.6,30.19
03637e48ffda4bf9b73b079d03c0bbe3,8,98.99,16.759999999999998,2.0,6.0,82.22999999999999,12.37,7.63,19.89
03659e112e884f38afa963dcb243c6a6,5,6.34,0.0,0.0,5.0,6.34,1.27,0.27,2.27
03676dc08a0a4899b0af5030bb6da6f5,5,97.63,17.99,1.0,4.0,79.64,19.53,13.95,33.93
036c34e6a32a463db11ebb398a8719b6,7,19.03,0.0,0.0,7.0,19.03,2.72,0.63,6.18
036e4bedca2045afad50fda2d3b505ab,1,24.85,24.85,1.0,0.0,0.0,24.85,24.85,24.85
036f1e5cca91478685c8cef24cc8b076,6,14.81,0.0,0.0,6.0,14.81,2.47,0.39,6.25
03716dbf46394867ba126ebe1ebc202e,3,3.47,0.0,0.0,3.0,3.47,1.16,0.56,2.23
037334c596b849cc8f8004e4e663b005,11,23.37,8.09,1.0,10.0,15.279999999999998,2.12,0.47,8.09
0375600415e24e0a9fd83ec191d5955d,13,41.37,7.74,1.0,12.0,33.629999999999995,3.18,0.22,11.19
037c3e0c1cd6477dbe15812a05619fc5,7,135.91,43.620000000000005,2.0,5.0,92.28999999999999,19.42,8.72,34.67
03833a1fe27f4435917da7e54c6fa48a,2,2.38,0.0,0.0,2.0,2.38,1.19,1.0,1.38
0383a12d3a2d4fbb86ec83bd0c25eead,10,91.87,73.75,3.0,7.0,18.120000000000005,9.19,0.41,57.61
03887756866f4ea9b74b7e1b83ffac44,17,251.77,29.68,1.0,16.0,222.08999999999995,14.81,9.34,29.68
038d32f25cff4833ab44c5123e42583a,11,38.46,11.73,2.0,9.0,26.729999999999993,3.5,0.74,7.5
0390715ee2a4443eac8582a5941d61a9,3,51.82,40.8,2.0,1.0,11.019999999999996,17.27,11.02,25.01
03922ce960124f4a8c4acd2a332ef296,4,18.84,0.0,0.0,4.0,18.84,4.71,3.09,6.23
039e0c539c2f4fc582423412a8bceb40,7,11.27,0.0,0.0,7.0,11.27,1.61,0.34,2.53
03a6837af25144b18936719d7afd5a58,6,26.14,9.33,2.0,4.0,16.810000000000002,4.36,1.9,7.18
03aaca8d2f4448a0a1a4bc1423b3b45a,3,6.13,0.0,0.0,3.0,6.13,2.04,0.47,3.74
03ab43c52f3f44e3879910eaf9cd138d,4,5.99,0.0,0.0,4.0,5.99,1.5,0.94,2.08
03adb16f61e44e6594d6d8e38d0a3e64,5,117.64,30.56,1.0,4.0,87.07999999999998,23.53,17.7,30.56
03ae3b023c2540f4969b64b633be5ede,11,30.1,1.49,1.0,10.0,28.61,2.74,0.08,7.31
03af4a51012e4a00809df85c9279e4e4,6,155.35,0.0,0.0,6.0,155.35,25.89,20.7,32.71
03b0358ba8d945b3ac283f25969a0cca,2,2.12,0.0,0.0,2.0,2.12,1.06,1.05,1.07
03b326a99f5345df8b4d21ed26bdb0da,7,161.33,106.13,4.0,3.0,55.20000000000002,23.05,12.98,30.55
03b810ec338c4a85b063449f40c7b9cc,4,13.88,0.0,0.0,4.0,13.88,3.47,2.17,4.92
