customer_id,gender,age,income,became_member_on,days_as_member,bogo_received,bogo_viewed,bogo_completed,bogo_rewarded,bogo_viewed_rate,bogo_conversion_rate,discount_received,discount_viewed,discount_completed,discount_rewarded,discount_viewed_rate,discount_conversion_rate,info_received,info_viewed,info_viewed_rate,total_received,total_viewed,total_completed,overall_view_rate,overall_conversion_rate,total_rewarded,num_transactions,offer_num_transactions,actual_num_transactions,total_spent,offer_spent,actual_spent,avg_spent,min_spent,max_spent,recency
e12aeaf2d47d42479ea1c4ac3d8286c6,M,26.0,46000.0,2014-02-13,1782,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.167,0.0,5.0,11.0,0.0,11.0,56.22,0.0,56.22,5.11,0.22,11.58,9.083
31dda685af34476cad5bc968bdb01c53,F,62.0,71000.0,2016-02-11,1054,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,11.0,1.0,0.667,0.0,0.0,0.0,6.0,6.0,4.0,1.0,0.667,11.0,8.0,4.0,4.0,160.25,75.32,84.93,20.03,12.57,29.69,7.5
62cf5e10845442329191fc246e7bcea3,M,49.0,52000.0,2014-11-13,1509,1.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.667,0.5,10.0,9.0,1.0,8.0,144.11,109.3,34.810000000000045,16.01,0.23,109.3,9.5
744d603ef08c4f33af5a61c8c7628d1c,,,,2017-08-01,517,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.8,0.12,1.59,9.417
6445de3b47274c759400cd68131d91b4,M,57.0,42000.0,2017-12-31,365,2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,1.0,3.0,0.5,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.2,1.0,8.0,6.0,1.0,5.0,19.1,0.45,18.65,3.18,0.45,5.74,8.0
a448667f336b42c9a66fc5ffd5d73772,F,61.0,40000.0,2018-05-01,244,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.667,0.0,0.0,7.0,0.0,7.0,20.78,0.0,20.78,2.97,0.52,10.07,7.583
440cf1fd7580490c971d8c651ed962af,F,40.0,71000.0,2016-05-04,971,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,16.0,0.8,0.75,0.0,0.0,0.0,5.0,4.0,3.0,0.8,0.75,16.0,16.0,3.0,13.0,300.68,43.21,257.47,18.79,8.63,35.92,9.917
4b0da7e80e5945209a1fdddfe813dbe0,M,64.0,100000.0,2017-09-09,478,2.0,2.0,1.0,10.0,1.0,0.5,2.0,1.0,1.0,5.0,0.5,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.8,0.5,15.0,7.0,2.0,5.0,211.29,63.36,147.93,30.18,21.75,40.96,9.5
c27e0d6ab72c455a8bb66d980963de60,F,78.0,71000.0,2017-06-16,563,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,6.0,6.0,1.0,1.0,0.167,2.0,8.0,1.0,7.0,155.46,13.32,142.14,19.43,13.25,25.27,6.667
2b826eba31074a059d63b0ae8f50b7d5,,,,2017-09-07,480,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,9.82,0.0,9.82,1.96,0.18,4.62,9.583
f806632c011441378d4646567f357a21,M,42.0,69000.0,2013-08-11,1968,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,0.75,14.0,5.0,3.0,2.0,91.4,59.45,31.95000000000001,18.28,12.94,28.29,8.417
d058f73bf8674a26a95227db098147b1,F,56.0,88000.0,2018-04-28,247,3.0,3.0,1.0,10.0,1.0,0.333,3.0,3.0,3.0,12.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,4.0,1.0,0.667,22.0,3.0,2.0,1.0,75.62,55.71,19.910000000000004,25.21,19.91,28.48,5.75
65aba5c617294649aeb624da249e1ee5,,,,2017-03-30,641,2.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,0.667,0.5,0.0,0.0,0.0,5.0,4.0,1.0,0.8,0.25,2.0,16.0,1.0,15.0,31.91,2.63,29.28,1.99,0.15,4.95,9.417
c6c9884912c645429f3333f912b55f44,F,33.0,52000.0,2017-09-26,461,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,0.6,0.333,0.0,0.0,0.0,6.0,3.0,1.0,0.5,0.333,2.0,9.0,1.0,8.0,17.9,3.07,14.829999999999998,1.99,0.59,7.6,9.833
7429a044884842d6862f516c38b1156f,F,46.0,59000.0,2017-09-11,476,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,2.88,0.0,2.88,2.88,2.88,2.88,6.833
ebe7ef46ea6f4963a7dd49f501b26779,M,59.0,41000.0,2015-01-21,1440,2.0,1.0,0.0,0.0,0.5,0.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,6.0,5.0,2.0,0.833,0.4,4.0,13.0,2.0,11.0,52.08,20.82,31.26,4.01,0.67,11.5,7.583
5917d13f6fa04286abdf95f4d5cefb1e,M,67.0,96000.0,2014-08-23,1591,2.0,1.0,1.0,15.0,0.5,1.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.75,1.0,21.0,8.0,3.0,5.0,206.88,81.94,124.94,25.86,20.62,33.83,9.917
d1ede868e29245ea91818a903fec04c6,O,53.0,52000.0,2017-09-16,471,3.0,2.0,0.0,0.0,0.667,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,0.6,0.0,2.0,5.0,0.0,5.0,18.74,0.0,18.74,3.75,1.46,8.64,5.417
1e9420836d554513ab90eba98552d0a9,M,22.0,70000.0,2017-09-25,462,3.0,3.0,2.0,20.0,1.0,0.667,2.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,1.0,0.667,28.0,6.0,3.0,3.0,106.38,66.56,39.81999999999999,17.73,9.57,28.82,8.333
868317b9be554cb18e50bc68484749a2,F,96.0,89000.0,2017-11-17,409,2.0,1.0,1.0,10.0,0.5,1.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,0.4,0.5,15.0,4.0,1.0,3.0,81.92,22.05,59.87000000000001,20.48,12.03,28.37,8.5
f082d80f0aac47a99173ba8ef8fc1909,M,40.0,33000.0,2016-07-09,905,5.0,3.0,0.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,0.667,0.0,5.0,14.0,0.0,14.0,40.94,0.0,40.94,2.92,0.28,11.13,8.667
102e9454054946fda62242d2e176fdce,F,69.0,57000.0,2016-08-14,869,4.0,4.0,4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,6.0,5.0,4.0,0.833,0.8,30.0,14.0,4.0,10.0,213.49,71.03,142.46,15.25,8.05,21.12,9.583
4beeb3ed64dd4898b0edf2f6b67426d3,,,,2016-07-07,907,2.0,1.0,1.0,5.0,0.5,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,7.0,6.0,1.0,5.0,21.82,5.28,16.539999999999996,3.64,0.22,8.84,8.25
8dabe2142cdf4013a6f4786edf8ab00f,M,56.0,68000.0,2014-05-11,1695,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,1.0,0.5,1.0,0.0,0.0,3.0,2.0,1.0,0.667,0.5,7.0,9.0,1.0,8.0,167.67,23.71,143.96,18.63,7.53,28.28,9.667
9f30b375d7bd4c62a884ffe7034e09ee,F,26.0,63000.0,2017-08-12,506,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.667,5.0,21.0,2.0,19.0,73.38,11.79,61.59000000000001,3.49,0.37,12.28,7.917
25c906289d154b66bf579693f89481c9,,,,2018-01-13,352,2.0,2.0,1.0,5.0,1.0,0.5,3.0,2.0,0.0,0.0,0.667,0.0,1.0,1.0,1.0,6.0,5.0,1.0,0.833,0.2,5.0,4.0,1.0,3.0,12.0,8.06,3.940000000000001,3.0,0.4,8.06,7.667
6e014185620b49bd98749f728747572f,M,75.0,40000.0,2015-11-12,1145,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,5.0,0.667,1.0,0.0,0.0,0.0,4.0,3.0,3.0,0.75,1.0,10.0,10.0,3.0,7.0,155.53,124.6,30.929999999999996,15.55,2.36,115.0,8.167
02c083884c7d45b39cc68e1314fec56c,F,20.0,30000.0,2016-07-11,903,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5,0.0,0.0,10.0,0.0,10.0,29.89,0.0,29.89,2.99,0.5,9.8,5.833
c0d210398dee4a0895b24444a5fcd1d2,M,45.0,33000.0,2018-07-07,177,3.0,3.0,2.0,15.0,1.0,0.667,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,0.6,18.0,8.0,3.0,5.0,61.25,33.87,27.380000000000006,7.66,3.33,18.56,8.917
8b70ca1f5f5a45bdac2ac2f990b71526,M,61.0,98000.0,2017-11-21,405,3.0,3.0,0.0,15.0,1.0,0.0,2.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.8,0.25,20.0,8.0,1.0,7.0,234.43,29.03,205.39999999999995,29.3,19.32,47.26,8.083
5b8f1f0e0930464f93bb55e59b5a04e0,,,,2014-11-11,1511,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,7.31,0.0,7.31,1.46,0.06,2.98,8.667
8be4463721e14d7fa600686bf8c8b2ed,,,,2017-05-11,599,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,2.0,0.75,0.333,0.0,0.0,0.0,5.0,4.0,1.0,0.8,0.25,2.0,16.0,1.0,15.0,51.71,8.53,43.18,3.23,0.05,14.95,9.667
8e7c7465e98c43d8a01f51e2b5c29542,F,69.0,37000.0,2013-09-18,1930,3.0,2.0,0.0,0.0,0.667,0.0,2.0,1.0,0.0,5.0,0.5,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.6,0.0,5.0,12.0,0.0,12.0,32.72,0.0,32.72,2.73,0.05,8.97,9.583
57dd18ec5ddc46828afb81ec5977bef2,F,54.0,80000.0,2017-02-07,692,3.0,2.0,2.0,15.0,0.667,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,6.0,4.0,3.0,0.667,0.75,17.0,9.0,3.0,6.0,249.4,81.5,167.9,27.71,19.36,39.79,9.833
be8a5d1981a2458d90b255ddc7e0d174,M,39.0,51000.0,2014-05-27,1679,2.0,2.0,1.0,5.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,5.0,3.0,1.0,0.6,0.333,5.0,14.0,1.0,13.0,51.91,7.16,44.75000000000002,3.71,0.51,7.16,7.75
3f89b8f80ebc4f94b7074f28071aa8d4,F,41.0,41000.0,2015-09-21,1197,2.0,1.0,0.0,5.0,0.5,0.0,2.0,1.0,1.0,5.0,0.5,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.5,0.5,10.0,18.0,1.0,17.0,62.51,2.56,59.95,3.47,0.28,7.81,9.917
a3b9b4bf115e4564933ea2e4bc936843,F,79.0,48000.0,2015-04-15,1356,2.0,2.0,1.0,10.0,1.0,0.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.5,0.5,12.0,15.0,1.0,14.0,152.0,128.0,24.0,10.13,0.29,128.0,8.75
7584948ea6d04f94b8798624706261c2,F,66.0,38000.0,2018-04-08,267,3.0,3.0,1.0,5.0,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.25,5.0,5.0,1.0,4.0,56.08,17.26,38.81999999999999,11.22,6.44,17.26,9.75
e9844d5beac04bf8b8d3ad18f7e37fca,F,56.0,52000.0,2017-06-26,553,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.333,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.333,0.0,13.0,7.0,0.0,7.0,87.11,0.0,87.10999999999999,12.44,6.88,17.39,9.083
f247806381704ea58c1b06f60602a6ae,F,39.0,56000.0,2014-07-23,1622,2.0,1.0,1.0,5.0,0.5,1.0,2.0,1.0,1.0,5.0,0.5,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.6,0.667,10.0,13.0,2.0,11.0,150.23,7.25,142.98000000000005,11.56,0.30000000000000004,106.26,9.833
81ac76e4f2fe4a6bb5ebdc0f19cecc56,,,,2017-05-28,582,2.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,10.0,7.0,2.0,5.0,20.98,14.239999999999998,6.740000000000002,3.0,0.88,8.52,8.917
9fa9ae8f57894cc9a3b8a9bbe0fc1b2f,M,42.0,96000.0,2016-01-17,1079,1.0,1.0,1.0,10.0,1.0,1.0,3.0,3.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,20.0,12.0,4.0,8.0,320.48,98.41,222.07,26.71,18.42,34.56,7.5
020d3a52b9ce432ea5f98fc58e9bfcc4,,,,2017-10-13,444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,16.93,0.0,16.930000000000003,2.82,0.38,5.15,8.667
4be1127413db496d8103c783ae72058b,,,,2015-12-20,1107,3.0,2.0,0.0,5.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,5.0,3.0,0.0,0.6,0.0,5.0,8.0,0.0,8.0,20.63,0.0,20.630000000000006,2.58,0.05,8.32,7.5
fe8264108d5b4f198453bbb1fa7ca6c9,F,78.0,93000.0,2016-10-09,813,3.0,3.0,2.0,25.0,1.0,0.667,2.0,2.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.8,32.0,8.0,3.0,5.0,225.55,90.64,134.91,28.19,13.92,38.23,8.417
186d6403f5824c739555b732f4af3f16,M,45.0,48000.0,2017-10-06,451,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.5,0.0,0.0,6.0,0.0,6.0,17.0,0.0,17.0,2.83,0.30000000000000004,6.58,8.25
8a87fda1a6644337b4394a4c3cd0946c,M,29.0,50000.0,2016-04-30,975,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.333,0.0,1.0,1.0,1.0,4.0,2.0,0.0,0.5,0.0,5.0,12.0,0.0,12.0,38.17,0.0,38.17,3.18,0.44,10.72,9.917
b7a66e629b134079a9bc7120c7b9947b,M,44.0,35000.0,2017-09-24,463,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,8.0,1.0,0.667,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.75,13.0,18.0,3.0,15.0,150.23,32.77,117.46,8.35,2.58,14.78,9.333
ca82e1ebc759402c8ab95c341755bdf1,M,63.0,56000.0,2018-07-13,171,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,14.0,9.0,3.0,6.0,121.62,43.31,78.30999999999997,13.51,5.0,22.29,9.0
54890f68699049c2a04d415abc25e717,M,36.0,56000.0,2017-12-28,368,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,0.5,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.667,0.5,8.0,7.0,1.0,6.0,118.85,15.61,103.24,16.98,7.78,22.39,9.5
ab66a363907e43e9a7cd535f1578245b,F,76.0,47000.0,2018-03-14,292,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.5,1.0,1.0,0.0,0.0,5.0,3.0,1.0,0.6,0.333,3.0,6.0,1.0,5.0,22.65,8.56,14.089999999999998,3.78,0.47,8.56,9.083
d3f146b615514c6380b168bb3df5f05b,M,68.0,87000.0,2017-08-23,495,3.0,3.0,2.0,20.0,1.0,0.667,2.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.8,25.0,8.0,3.0,5.0,177.18,65.13,112.05,22.15,17.25,26.23,9.167
a5a6ef2b78a04ddc9f374dd7c7f60bff,M,75.0,52000.0,2015-11-29,1128,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.333,7.0,11.0,1.0,10.0,135.54,12.4,123.14,12.32,5.11,19.18,8.25
2e87ba0fba1a4d1a8614af771f07a94d,M,67.0,76000.0,2017-02-26,673,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,0.8,13.0,12.0,4.0,8.0,200.78,69.22,131.55999999999997,16.73,11.29,23.2,9.583
d8af520c4a8a4c77b921098d7d838c4d,M,77.0,51000.0,2016-07-30,884,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,0.0,0.8,0.0,0.0,11.0,0.0,11.0,23.81,0.0,23.81,2.16,0.25,5.94,9.5
39dbcf43e24d41f4bbf0f134157e0e1e,M,76.0,64000.0,2014-08-31,1583,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.667,0.5,2.0,8.0,1.0,7.0,110.92,26.4,84.52000000000002,13.86,7.59,26.4,9.25
b62e66ca4dcf4df39fd522e750a88d81,M,57.0,98000.0,2018-02-07,327,2.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,27.24,0.0,27.24,27.24,27.24,27.24,6.833
8c7df0c393db488aac3e58b06a7ea5f9,F,53.0,72000.0,2016-07-06,908,2.0,2.0,2.0,20.0,1.0,1.0,3.0,1.0,1.0,7.0,0.333,1.0,1.0,1.0,1.0,6.0,4.0,3.0,0.667,0.75,27.0,9.0,2.0,7.0,167.88,36.98,130.89999999999998,18.65,10.41,28.69,9.167
3a1242dda16248728e350c4bdeb21972,F,53.0,117000.0,2016-12-31,730,4.0,4.0,4.0,35.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.8,1.0,37.0,10.0,4.0,6.0,303.2,121.97,181.23000000000005,30.32,17.09,44.11,9.417
8045834137dc47faa24f2c4547969f33,F,53.0,55000.0,2017-10-26,431,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.333,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.6,0.333,2.0,8.0,1.0,7.0,20.18,2.02,18.16,2.52,1.15,4.83,9.333
fb98ebe9e3e14afaa5b5db182b00b7ec,F,61.0,112000.0,2017-11-10,416,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,5.0,1.0,0.5,1.0,1.0,1.0,5.0,5.0,2.0,1.0,0.4,5.0,2.0,1.0,1.0,67.25,33.38,33.87,33.62,33.38,33.87,9.583
5cd6577aca5d4b419e452f9f505ffce7,F,67.0,77000.0,2016-09-10,842,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.333,2.0,8.0,1.0,7.0,155.73,22.28,133.45000000000002,19.47,13.26,24.06,8.667
99e9a1916821461ebd5d5048dc2dff7d,F,58.0,85000.0,2018-01-25,340,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,14.0,15.0,3.0,12.0,290.42,62.04,228.38,19.36,7.46,28.32,9.5
e528ceb341964128aaf58a59733ec2af,F,46.0,36000.0,2018-06-29,185,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,0.0,0.6,0.0,0.0,5.0,0.0,5.0,17.13,0.0,17.130000000000006,3.43,0.30000000000000004,6.58,9.583
faf74115a43b4f718f4d4c0de116ee8a,M,30.0,41000.0,2017-12-02,394,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,11.95,0.0,11.95,2.99,1.77,5.07,9.75
0b73997a269247088b2a63355f53ee58,M,59.0,89000.0,2017-08-20,498,2.0,1.0,1.0,10.0,0.5,1.0,3.0,2.0,0.0,5.0,0.667,0.0,1.0,0.0,0.0,6.0,3.0,1.0,0.5,0.333,15.0,2.0,1.0,1.0,45.4,22.96,22.440000000000005,22.7,22.44,22.96,4.75
9d8d6bb2fc544a9c802888971ee3e8b1,,,,2017-09-18,469,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.667,0.0,2.0,1.0,0.5,5.0,3.0,0.0,0.6,0.0,0.0,9.0,0.0,9.0,23.16,0.0,23.160000000000004,2.57,0.48,5.28,9.917
